20221101	16:02:59	7042dcb7-dbd9-40ca-a250-8c3f2f030c12	/data/data.json	GET
20221101	16:03:24	4b43f9ce-f0dd-487d-b49f-ba5ccd3fd2d1	/data/data.txt	GET
20221101	16:04:21	72d288c4-38ef-4553-be47-3a89a8f854f7	/data/data.txt	GET
20221116	13:03:28	d55f5bb5-fbc1-4f8e-b30c-51b8c035ac36	GET	undefined	/css/style.css
20221116	13:03:28	53bd22fc-a8e5-4ddd-b1e2-3ce27974d96a	GET	undefined	/favicon.ico
20221116	13:52:17	ee5882a6-f91c-4e41-83c0-4f37a14bd0aa	GET	undefined	/index
20221116	13:52:18	d2504bca-2a0f-4488-bae5-b7e36564320a	GET	undefined	/css/style.css
20221116	13:52:18	905735e4-650e-4cc1-828a-9a2a3708899a	GET	undefined	/favicon.ico
20221116	13:52:45	ecabeaa4-73b9-48c3-9987-5067b968c63d	GET	undefined	/index
20221116	13:55:21	f9d59eac-531d-4437-b58c-1615e97fa1b9	GET	undefined	/index
20221116	13:55:21	f5fec845-d036-41f3-a6a5-fc060e627787	GET	undefined	/css/style.css
20221116	13:57:34	86816964-f757-4327-9fb9-1112314d5efa	GET	undefined	/index
20221116	13:57:34	63ee5b7f-c1ce-464e-ba00-bf69ca120dd3	GET	undefined	/css/style.css
20221116	13:57:44	67543124-45ee-4708-b3c7-322f0fee9410	GET	undefined	/dave
20221116	13:57:44	ab091ade-4c5e-490c-aca1-6036710d48ef	GET	undefined	/css/style.css
20221116	14:13:40	e348f0b8-1bed-48ed-accd-5ef72f2dc7d5	GET	undefined	/dave
20221116	14:13:40	7a9919a4-520c-49d1-9489-92966bbb3dbc	GET	undefined	/css/style.css
20221116	14:13:41	c4b13096-f35a-47c4-b2d2-96fd21a9a6f2	GET	undefined	/dave
20221116	14:13:41	57d1c88b-6511-4d29-8214-f63836c93c2d	GET	undefined	/css/style.css
20221116	14:13:42	88317563-bc13-4756-ad49-ec03510e4daa	GET	undefined	/dave
20221116	14:13:42	2b7e9888-dfed-4e2f-9955-ec171ffa95e6	GET	undefined	/css/style.css
20221116	21:00:25	dc870992-5159-43c4-8077-7f4d190e6ddc	GET	undefined	/
20221116	21:00:25	fe667783-16ea-4ae3-ad47-28baf2582e65	GET	undefined	/css/style.css
20221116	21:00:26	6a1b2203-a538-45d5-93e0-e77ffbe1b396	GET	undefined	/favicon.ico
20221116	21:01:05	f741db60-1a0f-4206-a599-ffea27e85c8b	GET	undefined	/subdir
20221116	21:01:12	3d865afe-1bf8-49ee-bd6a-2a284da0868a	GET	undefined	/subdir/test
20221116	21:01:13	cb2c61aa-1926-49d0-9a38-cb32ac2c2a6f	GET	undefined	/subdir/css/style.css
20221116	21:01:24	4ce70e70-03de-4bda-b800-b15864596e25	GET	undefined	/subdir/test.html
20221116	21:01:24	7a306729-82e8-438e-8766-65293c4bdfad	GET	undefined	/subdir/css/style.css
20221116	21:02:06	cf77afa5-5d9d-4628-a16d-daf86dbfb45b	GET	undefined	/subdir/test.html
20221116	21:02:06	7c1d5560-a612-426b-a131-faf697be8f8e	GET	undefined	/subdir/css/style.css
20221116	21:02:16	f831f67e-c64a-4c1c-bb3b-de730c7812db	GET	undefined	/subdir/index
20221116	21:02:26	a9ca4d33-63b9-4e01-95a3-13b2d95849af	GET	undefined	/subdir/
20221116	21:02:32	44997470-2123-4b55-a6c3-24d6cf2958d5	GET	undefined	/subdir
20221116	21:02:37	89733e04-6d92-4df1-95e9-947262b439f9	GET	undefined	/subdir
20221116	21:03:03	973c3ad6-40c7-4d49-9f3f-b6412398372e	GET	undefined	/subdi/test.html
20221116	21:03:04	c0bee3f1-54d3-4370-9038-2716f05a21fa	GET	undefined	/subdi/css/style.css
20221116	21:05:50	6edbbed0-24f9-414d-af58-917b3ad1796d	GET	undefined	/subdi/test.html
20221116	21:05:50	6534a617-b6ce-4b90-b841-300b40355f34	GET	undefined	/subdi/css/style.css
20221116	21:05:52	e156c2cb-89de-4feb-bba4-520b700fcf27	GET	undefined	/subdi/test.html
20221116	21:05:52	1cb7315a-8b54-4707-ad3e-13978094d20a	GET	undefined	/subdi/css/style.css
20221116	21:05:53	331514a8-75c8-4cac-b3dc-cd46749fc673	GET	undefined	/subdi/test.html
20221116	21:05:53	70a6bbec-1df0-4af6-9ec9-0fd69ae90e96	GET	undefined	/subdi/css/style.css
20221116	21:05:53	6a48cd3b-fa54-46a5-973e-83e4d1b2ab76	GET	undefined	/subdi/test.html
20221116	21:05:53	156190e8-921f-4d2f-b16b-a27a342a6e68	GET	undefined	/subdi/css/style.css
20221116	21:05:54	796a3561-4c56-4bc0-9c0a-6b1b4ba456d5	GET	undefined	/subdi/test.html
20221116	21:05:54	3dc0f697-c38d-4650-a829-9f6e5fce82b0	GET	undefined	/subdi/css/style.css
20221116	21:05:54	f85d8d86-95e7-4be9-bd5f-ac6dc28421c8	GET	undefined	/subdi/test.html
20221116	21:05:54	9204aa50-bed3-44bb-9632-bb1894b806bb	GET	undefined	/subdi/css/style.css
20221116	21:05:54	15aa1c02-3a6f-43a6-8108-14496b397a8e	GET	undefined	/subdi/test.html
20221116	21:05:54	1654649a-e672-4f94-bffa-00a67e8212c2	GET	undefined	/subdi/css/style.css
20221116	21:06:00	14fc6aa4-390c-407b-b4f6-6e9261d48045	GET	undefined	/subdi/
20221116	21:06:00	fc5cebe1-eb14-4dd4-a20b-0b1197dd1a5d	GET	undefined	/subdi/css/style.css
20221116	21:06:11	21ce4c87-68f3-493c-80f4-83e3a29c5d4d	GET	undefined	/subdir/
20221116	21:06:19	f41e0a84-0973-4941-abf0-3b15ca420f46	GET	undefined	/subdir/test
20221116	21:06:19	93d91570-d120-44cb-997a-284e3e45bd78	GET	undefined	/subdir/css/style.css
20221116	21:06:27	67184e3c-7f85-4608-9146-55ecf4ff4a7a	GET	undefined	/subdir/test.html
20221116	21:06:27	6c444d61-dd78-4a9e-88c8-3428e4e4757c	GET	undefined	/subdir/css/style.css
20221116	21:06:32	e9d92856-d6e2-4570-a85d-915abc38acf7	GET	undefined	/subdir/test.html
20221116	21:06:32	800f8d24-37ca-48d8-b091-0ea9e5a5ca1b	GET	undefined	/subdir/css/style.css
20221116	21:06:34	25acdef7-ce6d-458b-8207-b59fe5bcc9d4	GET	undefined	/subdir/test.html
20221116	21:06:34	9a477eb3-abf7-4742-b7bd-c8ce220eb058	GET	undefined	/subdir/css/style.css
20221116	21:06:35	c6d7bd8c-fb98-43d6-990b-5f57298c2475	GET	undefined	/subdir/test.html
20221116	21:06:35	f0355b3d-fc61-43ff-87a5-ac90e78ac72b	GET	undefined	/subdir/css/style.css
20221116	21:06:35	02c3fca7-f1f2-40b8-b600-1a5ef24e3764	GET	undefined	/subdir/test.html
20221116	21:06:35	01a39115-65aa-4e78-8324-2a1f34b61ac9	GET	undefined	/subdir/css/style.css
20221116	21:06:36	5182e5a2-a5ce-43d6-b1ac-d5638aa932f5	GET	undefined	/subdir/test.html
20221116	21:06:36	2729569d-5ba6-43e4-b864-ecdfe1c3ad88	GET	undefined	/subdir/css/style.css
20221116	21:08:08	af2a56bf-ca8a-4550-948f-c47f0a67c3a5	GET	undefined	/subdir/test.html
20221116	21:08:10	27e69b5c-f107-4664-9d26-4f66e3950e54	GET	undefined	/subdir/
20221116	21:08:18	ff2f7cd7-042e-4690-a58b-4b58da9d4cac	GET	undefined	/subdir/test
20221116	21:15:51	85b70065-a943-4a47-89d9-3f0d86333a1a	GET	undefined	/subdir/text
20221116	21:15:51	9df050de-092f-4f80-8027-e43c264b5ad1	GET	undefined	/subdir/css/style.css
20221116	21:49:13	d6e70430-8650-4752-a47d-a56ede755353	GET	undefined	/subdir/css/style.css
20221116	21:49:22	db97d829-f332-4362-9418-fe469df3ba7c	GET	undefined	/
20221116	21:49:22	6d1ee501-7edc-499f-abb6-5b4e5ba1ed21	GET	undefined	/css/style.css
20221116	21:49:37	24dfaa9f-302a-4e61-8753-016af9a30169	GET	undefined	/new-page
20221116	21:49:37	2ae79f44-733c-49a4-b08b-536c4f69f9c3	GET	undefined	/css/style.css
20221116	21:49:37	beffbcfc-455f-4b80-bc37-9df63ef41f7e	GET	undefined	/img/img1.jpg
20221116	21:49:54	ac9424a5-0e99-4620-a038-233bf7f209ae	GET	undefined	/old%20page
20221116	21:49:54	c8e29783-6360-4378-b319-414b86b50273	GET	undefined	/css/style.css
20221116	21:50:11	f581f80d-f479-4474-977e-02a1f0eaf592	GET	undefined	/old-page
20221116	21:50:11	9bda8a8c-cc2a-43d8-acfc-a83d63554456	GET	undefined	/new-page.html
20221116	21:50:11	1d2fd252-1192-403b-a253-ecd7125350b7	GET	undefined	/css/style.css
20221116	21:50:11	f0e9ea3e-5b67-468d-abcb-dca739b0bb0e	GET	undefined	/img/img1.jpg
20221116	23:11:14	406e7b6c-0050-4127-bbda-9b8ea996bc2f	GET	undefined	/employees
20221116	23:14:07	768132bc-85e7-4c0c-a398-f6be38893137	POST	undefined	/employees
20221117	23:29:28	f44cfcf6-63c2-4118-a637-f7d57b3cad7f	POST	undefined	/register
20221117	23:31:52	dbd21c30-c8b7-4956-972d-dd10a62be681	POST	undefined	/register
20221118	00:08:48	7fbd6df7-a57f-42b3-9949-278c21e0533c	POST	undefined	/auth
20221118	00:09:05	803ae6d8-105f-4d68-b7d5-68f86406c795	POST	undefined	/auth
20221118	00:09:12	bc6ed1a7-a0e6-4440-8cdc-18dadae1e837	POST	undefined	/auth
20221118	00:09:55	c84bf406-79f2-4dba-ad78-a8fec38c191d	POST	undefined	/register
20221118	00:10:09	fa2ed442-ad2e-4c9a-b940-50dffca1205f	POST	undefined	/register
20221118	12:34:55	e80f6298-5f3e-4d41-806b-92cc51d7f08e	POST	undefined	/auth
20221118	12:36:59	3e05c229-4ec2-4448-a318-91fa034291bd	POST	undefined	/auth
20221118	12:37:24	a39dfe76-c3ff-45f8-ab84-fa550dc8d541	GET	undefined	/employees
20221118	12:37:34	63289ce2-b793-463f-8479-65108edc4ed2	POST	undefined	/auth
20221118	12:37:43	ea66ad52-9f11-4611-b0a7-247a04f07ff2	POST	undefined	/auth
20221118	12:37:51	104ccbc6-46b7-43fd-9326-5cfc62fe08e7	POST	undefined	/auth
20221118	12:37:57	a90a97cf-4005-46e2-99f3-d0ca12db96a5	POST	undefined	/auth
20221118	12:38:07	f7f04684-da63-44d3-98f1-f00738c8ffce	POST	undefined	/auth
20221118	12:38:24	81c3e95c-3642-403f-b6a0-4cd224f15080	GET	undefined	/employees
20221118	12:38:54	230565fd-cc5c-493a-8e33-4876ff3b308c	POST	undefined	/auth
20221118	12:39:14	ed54ac9f-1828-4b66-9119-6591fa8345c0	GET	undefined	/employees
20221118	12:40:29	45655fd8-bfe7-4536-acdb-6b83094b17b5	POST	undefined	/auth
20221118	12:40:50	1ec32dee-a09b-4522-ac60-185796137284	GET	undefined	/employees
20221118	12:48:41	8913aeea-4dbd-44d7-94fa-05ab3f9b6bb9	POST	undefined	/auth
20221118	12:49:04	372d5d42-f748-4ee2-9d75-02b421287956	GET	undefined	/employees
20221118	12:49:57	fb8e806a-87e9-4ef6-9179-e4a91388c8d8	POST	undefined	/employees
20221119	22:18:07	8bb481a9-4763-4c53-975f-8354330e9e7c	POST	undefined	/auth
20221119	22:19:14	f0fbdf68-53db-4dc9-85bb-60d07f3c900b	GET	undefined	/refresh
20221119	22:19:20	d57d48ef-a9ec-4b99-85ed-3891404b2a62	GET	undefined	/refresh
20221119	22:19:47	666bbd1b-5e09-45e8-8f50-44ddee5d42ca	POST	undefined	/auth
20221119	22:20:21	65d2e3cf-6367-4307-ac96-bc7c8eb8f25b	GET	undefined	/refresh
20221119	22:20:29	bcba3b8b-a07f-4890-b5dc-147fd491cdd6	GET	undefined	/refresh
20221119	22:23:20	143f7bdb-584a-4839-af4a-2dcf0d98df23	GET	undefined	/refresh
20221119	22:23:46	5d1c9d0b-008a-46b0-bc80-b0692408fe0f	POST	undefined	/auth
20221119	22:25:03	025bde9a-5b54-4876-9808-5276548cb5d1	POST	undefined	/auth
20221119	22:27:22	559876f9-2bec-48a8-9dac-c6f7e0fa4ff2	POST	undefined	/auth
20221119	22:27:39	24b044a3-a665-4a6e-ab6a-4bb376cd838b	POST	undefined	/auth
20221119	23:40:19	1ef58fce-b474-4ad2-b40d-ced7483b6f37	POST	undefined	/register
20221119	23:41:10	cc527c43-eea1-4365-89df-9a7e64f8903a	POST	undefined	/auth
20221119	23:43:27	60d46ce8-e348-49f9-8883-ba456df6566f	GET	undefined	/logout
20221119	23:59:15	c52889fd-2493-4631-8866-5a3d670ff511	POST	undefined	/auth
20221120	00:00:22	22662d20-8247-43fc-ac00-21f27b7c7bb1	GET	undefined	/logout
20221120	00:01:58	0f89c90e-8399-4ab1-9027-38e2cfa361d4	GET	undefined	/refresh
20221120	00:05:48	9e529703-e0c4-43a4-86e4-ae546aaccfd7	POST	undefined	/auth
20221120	00:17:32	bde6796f-6c50-44c9-a120-575e57c5431a	POST	undefined	/auth
20221120	00:17:58	e77b03af-e4f2-48a0-a139-b3e665ffe83c	GET	undefined	/logout
20221120	00:19:04	3a78aa19-38fd-42cb-bf72-54fc36abb6aa	GET	undefined	/refresh
20221120	14:40:47	de3aba68-2d5b-49c3-9b59-4d9ae176e495	POST	undefined	/auth
20221120	14:41:48	452b7ce6-d6b2-4b96-8c0a-cab384619946	POST	undefined	/register
20221120	14:43:56	a83fff53-b64d-4ce0-8506-ba1a0a87ac9f	POST	undefined	/register
20221120	14:44:45	a282bdfe-7b30-4809-bc34-ac62781a7848	POST	undefined	/auth
20221120	14:45:31	0251c1ef-52cd-4571-b3eb-085ebe8f69ea	GET	undefined	/employees
20221120	14:46:30	6790cfe1-410e-4d22-990b-f909414838b6	POST	undefined	/register
20221120	14:46:58	b3eb9997-24f4-4aaa-983b-b26a8da82ca9	POST	undefined	/auth
20221120	14:47:22	34e3a05a-c71c-44e6-90f3-40538bb37f97	GET	undefined	/employees
20221120	14:55:02	e16a89b4-1de7-4d63-a1b9-a66bfcaae46f	POST	undefined	/auth
20221120	14:55:10	c4f36b80-cf91-46e2-8f24-ecd637a1fdb9	POST	undefined	/auth
20221120	14:55:29	f80f1688-04ca-4b74-9130-3eda58a3f621	POST	undefined	/register
20221120	14:58:51	f70c83b6-cc87-4527-a316-3b5ed7cd83c0	POST	undefined	/register
20221120	15:00:56	41394115-6f10-4c5a-9079-16e9641d2369	POST	undefined	/auth
20221120	15:01:17	5f3890c7-8916-4ea6-9f96-0463798d0f22	GET	undefined	/employees
20221120	15:01:41	2f456db1-2d1b-46d4-bddd-027c51ae90b7	POST	undefined	/register
20221120	15:02:26	4e582280-2af2-4f33-8db3-512df5a7da4b	POST	undefined	/auth
20221120	15:02:45	f268b693-4bdf-432f-bbc8-0d4db4079965	GET	undefined	/employees
20221120	15:02:56	7459bb06-3f72-47f8-96bc-11bf7a61fcf8	POST	undefined	/employees
20221120	15:06:54	57c05992-6800-436e-82b2-44e39fde38b7	POST	undefined	/auth
20221120	15:07:58	85b1e7ce-ef0e-4d87-82f8-74e620db52b6	POST	undefined	/auth
20221120	15:08:27	292638ce-a3ae-4ec8-ac1f-ce725fb4e70d	POST	undefined	/employees
20221120	15:10:15	24ede5d0-f5a1-4410-a4bf-823885ef6189	DELETE	undefined	/employees
20221120	15:10:26	d917b9fe-31b2-4f34-bcdc-3827d640b8bc	POST	undefined	/auth
20221120	15:10:50	114fcb26-fb97-4ee2-9657-6776ffdb4e5b	DELETE	undefined	/employees
20221120	15:12:15	0a92ace4-6f5c-4ab2-85d4-9f9be1c1218a	POST	undefined	/auth
20221120	15:12:38	74a232c2-6941-452f-bcfd-138cc5247e60	DELETE	undefined	/employees
20221120	15:14:27	f128122c-5288-49c2-ba62-5bec2052f01b	POST	undefined	/auth
20221120	15:14:53	fb65bc17-1253-4f21-9609-458a1058241e	POST	undefined	/employees
20221120	15:15:02	bfd29e07-2052-4fa5-b6fb-cb3b4b2da2dd	DELETE	undefined	/employees
20221120	15:16:41	18fd38aa-de25-436d-b99e-2ad806f8ffe2	POST	undefined	/auth
20221120	15:17:01	6a5abbfb-5426-4e5c-ab2a-f884a15fb94b	POST	undefined	/employees
20221120	15:17:19	c46468ec-74be-4727-bf49-6aee2469a335	DELETE	undefined	/employees
20221122	15:17:30	d3723b4c-5ebf-4cc3-8980-03215b7b266f	POST	undefined	/register
20221122	15:19:24	77b9b7c7-2a61-42ef-a8c5-f9ee6ec4ba93	POST	undefined	/register
